#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
        5990     -1.818989e-16     -3.270537e-17      9.025498e-19
        5991      0.000000e+00     -3.269991e-17      9.024156e-19
        5992     -1.818989e-16     -3.272481e-17      9.026085e-19
        5993     -1.818989e-16     -3.274970e-17      9.028010e-19
        5994      0.000000e+00     -3.274424e-17      9.026670e-19
        5995      0.000000e+00     -3.273878e-17      9.025329e-19
        5996      0.000000e+00     -3.273331e-17      9.023989e-19
        5997      0.000000e+00     -3.272786e-17      9.022649e-19
        5998      0.000000e+00     -3.272240e-17      9.021310e-19
        5999      0.000000e+00     -3.271695e-17      9.019971e-19
        6000      0.000000e+00     -3.271149e-17      9.018633e-19
        6001      0.000000e+00     -3.270604e-17      9.017295e-19
        6002      0.000000e+00     -3.270059e-17      9.015957e-19
        6003     -1.818989e-16     -3.272545e-17      9.017880e-19
        6004      0.000000e+00     -3.272000e-17      9.016543e-19
        6005      0.000000e+00     -3.271455e-17      9.015206e-19
        6006      0.000000e+00     -3.270910e-17      9.013869e-19
        6007      0.000000e+00     -3.270365e-17      9.012533e-19
        6008      0.000000e+00     -3.269821e-17      9.011198e-19
        6009      0.000000e+00     -3.269277e-17      9.009862e-19
        6010     -1.818989e-16     -3.271760e-17      9.011783e-19
        6011      0.000000e+00     -3.271215e-17      9.010448e-19
        6012      0.000000e+00     -3.270671e-17      9.009114e-19
        6013      0.000000e+00     -3.270127e-17      9.007779e-19
        6014      0.000000e+00     -3.269584e-17      9.006446e-19
        6015      0.000000e+00     -3.269040e-17      9.005112e-19
        6016      0.000000e+00     -3.268497e-17      9.003780e-19
        6017      0.000000e+00     -3.267953e-17      9.002447e-19
        6018      0.000000e+00     -3.267410e-17      9.001115e-19
        6019      0.000000e+00     -3.266867e-17      8.999783e-19
        6020     -1.818989e-16     -3.269346e-17      9.001701e-19
        6021      0.000000e+00     -3.268803e-17      9.000370e-19
        6022      0.000000e+00     -3.268261e-17      8.999039e-19
        6023      0.000000e+00     -3.267718e-17      8.997709e-19
        6024      0.000000e+00     -3.267176e-17      8.996379e-19
        6025      0.000000e+00     -3.266633e-17      8.995049e-19
        6026      0.000000e+00     -3.266091e-17      8.993720e-19
        6027     -1.818989e-16     -3.268567e-17      8.995635e-19
        6028      0.000000e+00     -3.268025e-17      8.994306e-19
        6029      0.000000e+00     -3.267483e-17      8.992978e-19
        6030      0.000000e+00     -3.266941e-17      8.991650e-19
        6031      0.000000e+00     -3.266399e-17      8.990322e-19
        6032      0.000000e+00     -3.265858e-17      8.988995e-19
        6033      0.000000e+00     -3.265317e-17      8.987668e-19
        6034      0.000000e+00     -3.264775e-17      8.986341e-19
        6035      0.000000e+00     -3.264235e-17      8.985015e-19
        6036      0.000000e+00     -3.263694e-17      8.983689e-19
        6037      0.000000e+00     -3.263153e-17      8.982364e-19
        6038      0.000000e+00     -3.262613e-17      8.981039e-19
        6039      0.000000e+00     -3.262072e-17      8.979714e-19
        6040      0.000000e+00     -3.261532e-17      8.978390e-19
        6041     -1.818989e-16     -3.264003e-17      8.980304e-19
        6042      0.000000e+00     -3.263463e-17      8.978980e-19
        6043      0.000000e+00     -3.262923e-17      8.977656e-19
        6044      0.000000e+00     -3.262383e-17      8.976333e-19
        6045      0.000000e+00     -3.261844e-17      8.975011e-19
        6046      0.000000e+00     -3.261304e-17      8.973688e-19
        6047      0.000000e+00     -3.260765e-17      8.972366e-19
        6048      0.000000e+00     -3.260226e-17      8.971045e-19
        6049      0.000000e+00     -3.259687e-17      8.969724e-19
        6050      0.000000e+00     -3.259148e-17      8.968403e-19
        6051      0.000000e+00     -3.258609e-17      8.967082e-19
        6052      0.000000e+00     -3.258071e-17      8.965762e-19
        6053     -1.818989e-16     -3.260538e-17      8.967674e-19
        6054      0.000000e+00     -3.259999e-17      8.966355e-19
        6055      0.000000e+00     -3.259461e-17      8.965035e-19
        6056     -1.818989e-16     -3.261926e-17      8.966944e-19
        6057      0.000000e+00     -3.261388e-17      8.965626e-19
        6058      0.000000e+00     -3.260849e-17      8.964307e-19
        6059      0.000000e+00     -3.260311e-17      8.962989e-19
        6060      0.000000e+00     -3.259773e-17      8.961672e-19
        6061      0.000000e+00     -3.259235e-17      8.960355e-19
        6062      0.000000e+00     -3.258698e-17      8.959038e-19
        6063     -1.818989e-16     -3.261160e-17      8.960944e-19
        6064      0.000000e+00     -3.260622e-17      8.959628e-19
        6065      0.000000e+00     -3.260085e-17      8.958312e-19
        6066     -1.818989e-16     -3.262546e-17      8.960215e-19
        6067      0.000000e+00     -3.262008e-17      8.958900e-19
        6068     -1.818989e-16     -3.264468e-17      8.960801e-19
        6069      0.000000e+00     -3.263931e-17      8.959486e-19
        6070      0.000000e+00     -3.263393e-17      8.958171e-19
        6071      0.000000e+00     -3.262855e-17      8.956857e-19
        6072      0.000000e+00     -3.262318e-17      8.955543e-19
        6073      0.000000e+00     -3.261781e-17      8.954229e-19
        6074      0.000000e+00     -3.261244e-17      8.952916e-19
        6075      0.000000e+00     -3.260707e-17      8.951603e-19
        6076      0.000000e+00     -3.260170e-17      8.950291e-19
        6077      0.000000e+00     -3.259634e-17      8.948979e-19
        6078      0.000000e+00     -3.259097e-17      8.947667e-19
        6079      0.000000e+00     -3.258561e-17      8.946356e-19
        6080      0.000000e+00     -3.258025e-17      8.945045e-19
        6081      0.000000e+00     -3.257490e-17      8.943734e-19
        6082      0.000000e+00     -3.256954e-17      8.942424e-19
        6083      0.000000e+00     -3.256419e-17      8.941114e-19
        6084      0.000000e+00     -3.255883e-17      8.939805e-19
        6085      0.000000e+00     -3.255348e-17      8.938496e-19
        6086      0.000000e+00     -3.254813e-17      8.937187e-19
        6087      0.000000e+00     -3.254279e-17      8.935879e-19
        6088      0.000000e+00     -3.253744e-17      8.934571e-19
        6089     -1.818989e-16     -3.256197e-17      8.936470e-19
        6090     -1.818989e-16     -3.258649e-17      8.938367e-19
        6091      0.000000e+00     -3.258114e-17      8.937059e-19
        6092      0.000000e+00     -3.257580e-17      8.935752e-19
        6093      0.000000e+00     -3.257045e-17      8.934446e-19
        6094      0.000000e+00     -3.256510e-17      8.933140e-19
        6095      0.000000e+00     -3.255976e-17      8.931834e-19
        6096     -1.818989e-16     -3.258426e-17      8.933727e-19
        6097      0.000000e+00     -3.257891e-17      8.932422e-19
        6098     -1.818989e-16     -3.260340e-17      8.934313e-19
        6099      0.000000e+00     -3.259806e-17      8.933008e-19
        6100      0.000000e+00     -3.259271e-17      8.931703e-19
        6101      0.000000e+00     -3.258737e-17      8.930399e-19
        6102      0.000000e+00     -3.258203e-17      8.929095e-19
        6103      0.000000e+00     -3.257669e-17      8.927792e-19
        6104      0.000000e+00     -3.257135e-17      8.926489e-19
        6105      0.000000e+00     -3.256602e-17      8.925186e-19
        6106      0.000000e+00     -3.256068e-17      8.923884e-19
        6107      0.000000e+00     -3.255535e-17      8.922582e-19
        6108     -1.818989e-16     -3.257980e-17      8.924470e-19
        6109      0.000000e+00     -3.257447e-17      8.923169e-19
        6110      0.000000e+00     -3.256914e-17      8.921868e-19
        6111      0.000000e+00     -3.256381e-17      8.920567e-19
        6112      0.000000e+00     -3.255848e-17      8.919266e-19
        6113      0.000000e+00     -3.255316e-17      8.917966e-19
        6114      0.000000e+00     -3.254783e-17      8.916667e-19
        6115      0.000000e+00     -3.254251e-17      8.915367e-19
        6116      0.000000e+00     -3.253719e-17      8.914069e-19
        6117      0.000000e+00     -3.253187e-17      8.912770e-19
        6118      0.000000e+00     -3.252655e-17      8.911472e-19
        6119      0.000000e+00     -3.252124e-17      8.910174e-19
        6120      0.000000e+00     -3.251592e-17      8.908877e-19
        6121      0.000000e+00     -3.251061e-17      8.907579e-19
        6122      0.000000e+00     -3.250530e-17      8.906283e-19
        6123     -1.818989e-16     -3.252970e-17      8.908170e-19
        6124      0.000000e+00     -3.252439e-17      8.906873e-19
        6125     -1.818989e-16     -3.254877e-17      8.908757e-19
        6126      0.000000e+00     -3.254346e-17      8.907461e-19
        6127      0.000000e+00     -3.253815e-17      8.906166e-19
        6128     -1.818989e-16     -3.256252e-17      8.908047e-19
        6129      0.000000e+00     -3.255721e-17      8.906752e-19
        6130     -1.818989e-16     -3.258157e-17      8.908630e-19
        6131     -1.818989e-16     -3.260593e-17      8.910506e-19
        6132      0.000000e+00     -3.260061e-17      8.909211e-19
        6133      0.000000e+00     -3.259529e-17      8.907917e-19
        6134      0.000000e+00     -3.258998e-17      8.906624e-19
        6135      0.000000e+00     -3.258467e-17      8.905330e-19
        6136      0.000000e+00     -3.257936e-17      8.904037e-19
        6137      0.000000e+00     -3.257405e-17      8.902745e-19
        6138     -1.818989e-16     -3.259838e-17      8.904617e-19
        6139      0.000000e+00     -3.259307e-17      8.903325e-19
        6140      0.000000e+00     -3.258776e-17      8.902033e-19
        6141      0.000000e+00     -3.258245e-17      8.900742e-19
        6142      0.000000e+00     -3.257715e-17      8.899451e-19
        6143      0.000000e+00     -3.257184e-17      8.898160e-19
        6144     -1.818989e-16     -3.259615e-17      8.900031e-19
        6145     -1.818989e-16     -3.262044e-17      8.901898e-19
        6146     -1.818989e-16     -3.264473e-17      8.903763e-19
        6147      0.000000e+00     -3.263942e-17      8.902473e-19
        6148      0.000000e+00     -3.263411e-17      8.901183e-19
        6149      0.000000e+00     -3.262881e-17      8.899893e-19
        6150      0.000000e+00     -3.262350e-17      8.898604e-19
        6151      0.000000e+00     -3.261820e-17      8.897316e-19
        6152      0.000000e+00     -3.261290e-17      8.896028e-19
        6153      0.000000e+00     -3.260759e-17      8.894740e-19
        6154      0.000000e+00     -3.260230e-17      8.893452e-19
        6155      0.000000e+00     -3.259700e-17      8.892165e-19
        6156      0.000000e+00     -3.259170e-17      8.890878e-19
        6157      0.000000e+00     -3.258641e-17      8.889592e-19
        6158      0.000000e+00     -3.258112e-17      8.888306e-19
        6159      0.000000e+00     -3.257583e-17      8.887020e-19
        6160      0.000000e+00     -3.257054e-17      8.885735e-19
        6161      0.000000e+00     -3.256525e-17      8.884450e-19
        6162      0.000000e+00     -3.255997e-17      8.883165e-19
        6163      0.000000e+00     -3.255469e-17      8.881881e-19
        6164      0.000000e+00     -3.254940e-17      8.880597e-19
        6165      0.000000e+00     -3.254413e-17      8.879313e-19
        6166      0.000000e+00     -3.253885e-17      8.878030e-19
        6167      0.000000e+00     -3.253357e-17      8.876747e-19
        6168      0.000000e+00     -3.252830e-17      8.875465e-19
        6169      0.000000e+00     -3.252302e-17      8.874183e-19
        6170      0.000000e+00     -3.251775e-17      8.872901e-19
        6171      0.000000e+00     -3.251248e-17      8.871620e-19
        6172      0.000000e+00     -3.250722e-17      8.870339e-19
        6173      0.000000e+00     -3.250195e-17      8.869058e-19
        6174      0.000000e+00     -3.249668e-17      8.867778e-19
        6175      0.000000e+00     -3.249142e-17      8.866498e-19
        6176      0.000000e+00     -3.248616e-17      8.865218e-19
        6177      0.000000e+00     -3.248090e-17      8.863939e-19
        6178     -1.818989e-16     -3.250509e-17      8.865803e-19
        6179      0.000000e+00     -3.249983e-17      8.864524e-19
        6180     -1.818989e-16     -3.252400e-17      8.866386e-19
        6181      0.000000e+00     -3.251874e-17      8.865107e-19
        6182     -1.818989e-16     -3.254290e-17      8.866966e-19
        6183      0.000000e+00     -3.253764e-17      8.865688e-19
        6184     -1.818989e-16     -3.256179e-17      8.867544e-19
        6185      0.000000e+00     -3.255653e-17      8.866266e-19
        6186      0.000000e+00     -3.255127e-17      8.864989e-19
        6187      0.000000e+00     -3.254600e-17      8.863713e-19
        6188      0.000000e+00     -3.254074e-17      8.862436e-19
        6189      0.000000e+00     -3.253549e-17      8.861160e-19
        6190      0.000000e+00     -3.253023e-17      8.859885e-19
        6191      0.000000e+00     -3.252498e-17      8.858609e-19
        6192      0.000000e+00     -3.251972e-17      8.857334e-19
        6193      0.000000e+00     -3.251447e-17      8.856060e-19
        6194      0.000000e+00     -3.250922e-17      8.854786e-19
        6195      0.000000e+00     -3.250398e-17      8.853512e-19
        6196      0.000000e+00     -3.249873e-17      8.852238e-19
        6197      0.000000e+00     -3.249349e-17      8.850965e-19
        6198      0.000000e+00     -3.248824e-17      8.849692e-19
        6199      0.000000e+00     -3.248300e-17      8.848420e-19
        6200      0.000000e+00     -3.247776e-17      8.847148e-19
        6201      0.000000e+00     -3.247252e-17      8.845876e-19
        6202     -1.818989e-16     -3.249662e-17      8.847730e-19
        6203      0.000000e+00     -3.249138e-17      8.846459e-19
        6204      0.000000e+00     -3.248614e-17      8.845188e-19
        6205     -1.818989e-16     -3.251022e-17      8.847040e-19
        6206      0.000000e+00     -3.250498e-17      8.845769e-19
        6207     -1.818989e-16     -3.252905e-17      8.847618e-19
        6208      0.000000e+00     -3.252381e-17      8.846348e-19
        6209      0.000000e+00     -3.251857e-17      8.845078e-19
        6210      0.000000e+00     -3.251334e-17      8.843809e-19
        6211     -1.818989e-16     -3.253739e-17      8.845655e-19
        6212      0.000000e+00     -3.253215e-17      8.844386e-19
        6213      0.000000e+00     -3.252691e-17      8.843117e-19
        6214      0.000000e+00     -3.252168e-17      8.841849e-19
        6215      0.000000e+00     -3.251645e-17      8.840581e-19
        6216      0.000000e+00     -3.251122e-17      8.839314e-19
        6217      0.000000e+00     -3.250599e-17      8.838047e-19
        6218     -1.818989e-16     -3.253001e-17      8.839891e-19
        6219      0.000000e+00     -3.252478e-17      8.838624e-19
        6220     -1.818989e-16     -3.254880e-17      8.840465e-19
        6221     -1.818989e-16     -3.257280e-17      8.842303e-19
        6222     -1.818989e-16     -3.259680e-17      8.844138e-19
        6223      0.000000e+00     -3.259157e-17      8.842872e-19
        6224      0.000000e+00     -3.258633e-17      8.841606e-19
        6225      0.000000e+00     -3.258110e-17      8.840341e-19
        6226      0.000000e+00     -3.257586e-17      8.839076e-19
        6227      0.000000e+00     -3.257063e-17      8.837811e-19
        6228      0.000000e+00     -3.256540e-17      8.836547e-19
        6229      0.000000e+00     -3.256017e-17      8.835283e-19
        6230      0.000000e+00     -3.255495e-17      8.834019e-19
        6231      0.000000e+00     -3.254972e-17      8.832756e-19
        6232      0.000000e+00     -3.254450e-17      8.831493e-19
        6233      0.000000e+00     -3.253928e-17      8.830231e-19
        6234      0.000000e+00     -3.253406e-17      8.828969e-19
        6235      0.000000e+00     -3.252884e-17      8.827707e-19
        6236      0.000000e+00     -3.252362e-17      8.826445e-19
        6237      0.000000e+00     -3.251841e-17      8.825184e-19
        6238      0.000000e+00     -3.251320e-17      8.823923e-19
        6239     -1.818989e-16     -3.253714e-17      8.825757e-19
        6240      0.000000e+00     -3.253193e-17      8.824497e-19
        6241      0.000000e+00     -3.252671e-17      8.823237e-19
        6242      0.000000e+00     -3.252150e-17      8.821977e-19
        6243      0.000000e+00     -3.251629e-17      8.820718e-19
        6244      0.000000e+00     -3.251109e-17      8.819459e-19
        6245      0.000000e+00     -3.250588e-17      8.818200e-19
        6246      0.000000e+00     -3.250068e-17      8.816942e-19
        6247      0.000000e+00     -3.249547e-17      8.815684e-19
        6248      0.000000e+00     -3.249027e-17      8.814426e-19
        6249      0.000000e+00     -3.248507e-17      8.813169e-19
        6250      0.000000e+00     -3.247987e-17      8.811912e-19
        6251     -1.818989e-16     -3.250378e-17      8.813744e-19
        6252      0.000000e+00     -3.249858e-17      8.812488e-19
        6253      0.000000e+00     -3.249338e-17      8.811232e-19
        6254      0.000000e+00     -3.248819e-17      8.809976e-19
        6255      0.000000e+00     -3.248299e-17      8.808721e-19
        6256      0.000000e+00     -3.247780e-17      8.807466e-19
        6257     -1.818989e-16     -3.250168e-17      8.809295e-19
        6258      0.000000e+00     -3.249649e-17      8.808040e-19
        6259      0.000000e+00     -3.249129e-17      8.806786e-19
        6260      0.000000e+00     -3.248610e-17      8.805532e-19
        6261      0.000000e+00     -3.248092e-17      8.804279e-19
        6262      0.000000e+00     -3.247573e-17      8.803025e-19
        6263      0.000000e+00     -3.247054e-17      8.801773e-19
        6264      0.000000e+00     -3.246536e-17      8.800520e-19
        6265      0.000000e+00     -3.246018e-17      8.799268e-19
        6266      0.000000e+00     -3.245500e-17      8.798016e-19
        6267     -1.818989e-16     -3.247884e-17      8.799843e-19
        6268      0.000000e+00     -3.247366e-17      8.798592e-19
        6269      0.000000e+00     -3.246848e-17      8.797341e-19
        6270      0.000000e+00     -3.246330e-17      8.796090e-19
        6271      0.000000e+00     -3.245813e-17      8.794840e-19
        6272      0.000000e+00     -3.245295e-17      8.793590e-19
        6273     -1.818989e-16     -3.247678e-17      8.795415e-19
        6274      0.000000e+00     -3.247160e-17      8.794165e-19
        6275      0.000000e+00     -3.246642e-17      8.792916e-19
        6276      0.000000e+00     -3.246125e-17      8.791667e-19
        6277      0.000000e+00     -3.245608e-17      8.790419e-19
        6278      0.000000e+00     -3.245091e-17      8.789170e-19
        6279      0.000000e+00     -3.244574e-17      8.787923e-19
        6280      0.000000e+00     -3.244058e-17      8.786675e-19
        6281      0.000000e+00     -3.243541e-17      8.785428e-19
        6282      0.000000e+00     -3.243025e-17      8.784181e-19
        6283      0.000000e+00     -3.242509e-17      8.782935e-19
        6284      0.000000e+00     -3.241993e-17      8.781689e-19
        6285     -1.818989e-16     -3.244371e-17      8.783511e-19
        6286      0.000000e+00     -3.243855e-17      8.782266e-19
        6287     -1.818989e-16     -3.246232e-17      8.784086e-19
        6288      0.000000e+00     -3.245716e-17      8.782841e-19
        6289      0.000000e+00     -3.245200e-17      8.781596e-19
        6290      0.000000e+00     -3.244684e-17      8.780351e-19
        6291      0.000000e+00     -3.244168e-17      8.779107e-19
        6292      0.000000e+00     -3.243652e-17      8.777863e-19
        6293      0.000000e+00     -3.243137e-17      8.776619e-19
        6294      0.000000e+00     -3.242622e-17      8.775376e-19
        6295     -1.818989e-16     -3.244996e-17      8.777194e-19
        6296      0.000000e+00     -3.244481e-17      8.775951e-19
        6297      0.000000e+00     -3.243966e-17      8.774709e-19
        6298      0.000000e+00     -3.243450e-17      8.773467e-19
        6299      0.000000e+00     -3.242936e-17      8.772225e-19
        6300     -1.818989e-16     -3.245308e-17      8.774040e-19
        6301      0.000000e+00     -3.244793e-17      8.772799e-19
        6302      0.000000e+00     -3.244278e-17      8.771558e-19
        6303     -1.818989e-16     -3.246649e-17      8.773371e-19
        6304      0.000000e+00     -3.246134e-17      8.772130e-19
        6305      0.000000e+00     -3.245619e-17      8.770890e-19
        6306      0.000000e+00     -3.245105e-17      8.769650e-19
        6307      0.000000e+00     -3.244590e-17      8.768411e-19
        6308     -1.818989e-16     -3.246960e-17      8.770221e-19
        6309      0.000000e+00     -3.246445e-17      8.768982e-19
        6310      0.000000e+00     -3.245930e-17      8.767743e-19
        6311      0.000000e+00     -3.245416e-17      8.766505e-19
        6312     -1.818989e-16     -3.247784e-17      8.768313e-19
        6313      0.000000e+00     -3.247269e-17      8.767075e-19
        6314      0.000000e+00     -3.246755e-17      8.765837e-19
        6315      0.000000e+00     -3.246241e-17      8.764600e-19
        6316      0.000000e+00     -3.245727e-17      8.763363e-19
        6317     -1.818989e-16     -3.248093e-17      8.765168e-19
        6318      0.000000e+00     -3.247578e-17      8.763931e-19
        6319     -1.818989e-16     -3.249943e-17      8.765734e-19
        6320      0.000000e+00     -3.249429e-17      8.764498e-19
        6321      0.000000e+00     -3.248915e-17      8.763262e-19
        6322     -1.818989e-16     -3.251278e-17      8.765062e-19
        6323      0.000000e+00     -3.250764e-17      8.763827e-19
        6324      0.000000e+00     -3.250250e-17      8.762592e-19
        6325      0.000000e+00     -3.249736e-17      8.761357e-19
        6326      0.000000e+00     -3.249222e-17      8.760123e-19
        6327      0.000000e+00     -3.248709e-17      8.758888e-19
        6328      0.000000e+00     -3.248195e-17      8.757655e-19
        6329      0.000000e+00     -3.247682e-17      8.756421e-19
        6330     -1.818989e-16     -3.250043e-17      8.758219e-19
        6331      0.000000e+00     -3.249529e-17      8.756986e-19
        6332      0.000000e+00     -3.249016e-17      8.755754e-19
        6333      0.000000e+00     -3.248503e-17      8.754521e-19
        6334      0.000000e+00     -3.247990e-17      8.753290e-19
        6335     -1.818989e-16     -3.250349e-17      8.755085e-19
        6336      0.000000e+00     -3.249836e-17      8.753853e-19
        6337     -1.818989e-16     -3.252193e-17      8.755646e-19
        6338      0.000000e+00     -3.251680e-17      8.754415e-19
        6339     -1.818989e-16     -3.254037e-17      8.756205e-19
        6340      0.000000e+00     -3.253524e-17      8.754975e-19
        6341      0.000000e+00     -3.253011e-17      8.753744e-19
        6342      0.000000e+00     -3.252498e-17      8.752514e-19
        6343      0.000000e+00     -3.251985e-17      8.751285e-19
        6344      0.000000e+00     -3.251472e-17      8.750055e-19
        6345      0.000000e+00     -3.250960e-17      8.748826e-19
        6346      0.000000e+00     -3.250448e-17      8.747598e-19
        6347     -1.818989e-16     -3.252801e-17      8.749386e-19
        6348      0.000000e+00     -3.252289e-17      8.748157e-19
        6349      0.000000e+00     -3.251777e-17      8.746929e-19
        6350      0.000000e+00     -3.251265e-17      8.745702e-19
        6351     -1.818989e-16     -3.253617e-17      8.747487e-19
        6352     -1.818989e-16     -3.255968e-17      8.749270e-19
        6353      0.000000e+00     -3.255456e-17      8.748043e-19
        6354      0.000000e+00     -3.254943e-17      8.746816e-19
        6355      0.000000e+00     -3.254431e-17      8.745590e-19
        6356      0.000000e+00     -3.253919e-17      8.744364e-19
        6357      0.000000e+00     -3.253407e-17      8.743138e-19
        6358      0.000000e+00     -3.252895e-17      8.741913e-19
        6359      0.000000e+00     -3.252384e-17      8.740688e-19
        6360      0.000000e+00     -3.251873e-17      8.739463e-19
        6361      0.000000e+00     -3.251361e-17      8.738238e-19
        6362     -1.818989e-16     -3.253709e-17      8.740019e-19
        6363     -1.818989e-16     -3.256057e-17      8.741797e-19
        6364     -1.818989e-16     -3.258403e-17      8.743573e-19
        6365      0.000000e+00     -3.257891e-17      8.742349e-19
        6366      0.000000e+00     -3.257380e-17      8.741125e-19
        6367      0.000000e+00     -3.256868e-17      8.739902e-19
        6368      0.000000e+00     -3.256357e-17      8.738679e-19
        6369      0.000000e+00     -3.255845e-17      8.737457e-19
        6370      0.000000e+00     -3.255334e-17      8.736235e-19
        6371      0.000000e+00     -3.254823e-17      8.735013e-19
        6372      0.000000e+00     -3.254312e-17      8.733791e-19
        6373     -1.818989e-16     -3.256656e-17      8.735565e-19
        6374      0.000000e+00     -3.256145e-17      8.734344e-19
        6375      0.000000e+00     -3.255634e-17      8.733123e-19
        6376     -1.818989e-16     -3.257977e-17      8.734894e-19
        6377     -1.818989e-16     -3.260318e-17      8.736662e-19
        6378      0.000000e+00     -3.259807e-17      8.735441e-19
        6379      0.000000e+00     -3.259296e-17      8.734221e-19
        6380      0.000000e+00     -3.258785e-17      8.733002e-19
        6381      0.000000e+00     -3.258274e-17      8.731783e-19
        6382      0.000000e+00     -3.257764e-17      8.730564e-19
        6383      0.000000e+00     -3.257253e-17      8.729345e-19
        6384      0.000000e+00     -3.256743e-17      8.728127e-19
        6385      0.000000e+00     -3.256233e-17      8.726909e-19
        6386      0.000000e+00     -3.255723e-17      8.725691e-19
        6387      0.000000e+00     -3.255214e-17      8.724474e-19
        6388      0.000000e+00     -3.254704e-17      8.723257e-19
        6389     -1.818989e-16     -3.257042e-17      8.725023e-19
        6390      0.000000e+00     -3.256532e-17      8.723807e-19
        6391      0.000000e+00     -3.256022e-17      8.722591e-19
        6392     -1.818989e-16     -3.258359e-17      8.724354e-19
        6393      0.000000e+00     -3.257849e-17      8.723139e-19
        6394      0.000000e+00     -3.257339e-17      8.721923e-19
        6395     -1.818989e-16     -3.259675e-17      8.723684e-19
        6396     -1.818989e-16     -3.262009e-17      8.725443e-19
        6397      0.000000e+00     -3.261499e-17      8.724228e-19
        6398      0.000000e+00     -3.260989e-17      8.723013e-19
        6399      0.000000e+00     -3.260480e-17      8.721799e-19
        6400      0.000000e+00     -3.259970e-17      8.720585e-19
        6401      0.000000e+00     -3.259461e-17      8.719371e-19
        6402     -1.818989e-16     -3.261793e-17      8.721128e-19
        6403      0.000000e+00     -3.261284e-17      8.719914e-19
        6404      0.000000e+00     -3.260774e-17      8.718701e-19
        6405     -1.818989e-16     -3.263105e-17      8.720455e-19
        6406      0.000000e+00     -3.262596e-17      8.719243e-19
        6407     -1.818989e-16     -3.264926e-17      8.720994e-19
        6408      0.000000e+00     -3.264416e-17      8.719782e-19
        6409      0.000000e+00     -3.263907e-17      8.718570e-19
        6410      0.000000e+00     -3.263398e-17      8.717359e-19
        6411      0.000000e+00     -3.262888e-17      8.716148e-19
        6412      0.000000e+00     -3.262380e-17      8.714937e-19
        6413      0.000000e+00     -3.261871e-17      8.713726e-19
        6414      0.000000e+00     -3.261362e-17      8.712516e-19
        6415     -1.818989e-16     -3.263689e-17      8.714265e-19
        6416      0.000000e+00     -3.263181e-17      8.713056e-19
        6417      0.000000e+00     -3.262672e-17      8.711846e-19
        6418      0.000000e+00     -3.262164e-17      8.710637e-19
        6419      0.000000e+00     -3.261656e-17      8.709428e-19
        6420     -1.818989e-16     -3.263981e-17      8.711175e-19
        6421      0.000000e+00     -3.263473e-17      8.709967e-19
        6422      0.000000e+00     -3.262964e-17      8.708759e-19
        6423      0.000000e+00     -3.262456e-17      8.707551e-19
        6424      0.000000e+00     -3.261949e-17      8.706344e-19
        6425      0.000000e+00     -3.261441e-17      8.705137e-19
        6426     -1.818989e-16     -3.263764e-17      8.706881e-19
        6427      0.000000e+00     -3.263256e-17      8.705675e-19
        6428      0.000000e+00     -3.262749e-17      8.704468e-19
        6429      0.000000e+00     -3.262241e-17      8.703262e-19
        6430      0.000000e+00     -3.261734e-17      8.702057e-19
        6431      0.000000e+00     -3.261227e-17      8.700851e-19
        6432      0.000000e+00     -3.260719e-17      8.699646e-19
        6433      0.000000e+00     -3.260213e-17      8.698442e-19
        6434     -1.818989e-16     -3.262533e-17      8.700184e-19
        6435      0.000000e+00     -3.262026e-17      8.698980e-19
        6436      0.000000e+00     -3.261519e-17      8.697776e-19
        6437      0.000000e+00     -3.261013e-17      8.696572e-19
        6438      0.000000e+00     -3.260506e-17      8.695369e-19
        6439      0.000000e+00     -3.260000e-17      8.694166e-19
        6440      0.000000e+00     -3.259493e-17      8.692963e-19
        6441      0.000000e+00     -3.258987e-17      8.691761e-19
        6442      0.000000e+00     -3.258481e-17      8.690559e-19
        6443     -1.818989e-16     -3.260799e-17      8.692300e-19
        6444      0.000000e+00     -3.260293e-17      8.691098e-19
        6445      0.000000e+00     -3.259787e-17      8.689897e-19
        6446      0.000000e+00     -3.259281e-17      8.688696e-19
        6447      0.000000e+00     -3.258776e-17      8.687495e-19
        6448     -1.818989e-16     -3.261091e-17      8.689233e-19
        6449      0.000000e+00     -3.260586e-17      8.688033e-19
        6450     -1.818989e-16     -3.262900e-17      8.689769e-19
        6451      0.000000e+00     -3.262395e-17      8.688569e-19
        6452     -1.818989e-16     -3.264708e-17      8.690302e-19
        6453     -1.818989e-16     -3.267021e-17      8.692033e-19
        6454      0.000000e+00     -3.266515e-17      8.690833e-19
        6455      0.000000e+00     -3.266009e-17      8.689634e-19
        6456      0.000000e+00     -3.265503e-17      8.688436e-19
        6457      0.000000e+00     -3.264997e-17      8.687237e-19
        6458      0.000000e+00     -3.264492e-17      8.686039e-19
        6459      0.000000e+00     -3.263986e-17      8.684841e-19
        6460      0.000000e+00     -3.263481e-17      8.683644e-19
        6461     -1.818989e-16     -3.265791e-17      8.685373e-19
        6462      0.000000e+00     -3.265286e-17      8.684176e-19
        6463      0.000000e+00     -3.264781e-17      8.682979e-19
        6464     -1.818989e-16     -3.267090e-17      8.684705e-19
        6465      0.000000e+00     -3.266584e-17      8.683509e-19
        6466      0.000000e+00     -3.266079e-17      8.682313e-19
        6467      0.000000e+00     -3.265574e-17      8.681117e-19
